BIRTHDATE;FIRSTNAME;ID;SEX
1934-11-01;Майя;2340;FEMALE
1960-07-20;Ярослава;2341;FEMALE
1983-07-20;Григорий;2342;MALE
2009-03-11;Оксана;2343;FEMALE
1936-11-04;Маргарита;2344;FEMALE
1962-11-22;Лидия;2345;FEMALE
1985-07-22;Илья;2346;MALE
2011-03-13;Радмир;2347;MALE
1939-11-06;Айдар;2348;MALE
1964-11-25;София;2349;FEMALE
1988-07-13;Любовь;2350;FEMALE
2013-03-04;Святогор;2351;MALE
1923-11-13;Виктория;2352;FEMALE
1949-07-04;Валентина;2353;FEMALE
1972-03-20;Марсель;2354;MALE
1998-03-22;Варвара;2355;FEMALE
1925-11-15;Вероника;2356;FEMALE
1951-07-06;Алина;2357;FEMALE
1974-03-22;Семен;2358;MALE
2000-03-13;Ян;2359;MALE
1928-11-06;Амир;2360;MALE
1953-07-24;Лилия;2361;FEMALE
1977-03-25;Элина;2362;FEMALE
2002-03-15;Глеб;2363;MALE
1930-11-08;Павел;2364;MALE
1955-07-27;Одиссей;2365;MALE
1979-03-27;Эльмира;2366;FEMALE
2004-03-18;Дарина;2367;FEMALE
1950-02-22;Платон;2368;MALE
1975-10-13;Олеся;2369;FEMALE
1999-06-13;Светлана;2370;FEMALE
1924-02-04;Егор;2371;MALE
1952-02-25;Андрей;2372;MALE
1977-10-16;Виктор;2373;MALE
2001-06-04;Влада;2374;FEMALE
1926-06-22;Амина;2375;FEMALE
1954-02-15;Альбина;2376;FEMALE
1980-10-06;Арсен;2377;MALE
2003-06-06;Кира;2378;FEMALE
1928-06-25;Алла;2379;FEMALE
1956-02-18;Эвелина;2380;FEMALE
1982-10-08;Милена;2381;FEMALE
2005-06-09;Альберт;2382;MALE
1931-06-27;Ульяна;2383;FEMALE
1941-11-25;Самир;2384;MALE
1966-11-15;Назар;2385;MALE
1990-07-15;Татьяна;2386;FEMALE
2015-03-06;Галина;2387;FEMALE
1943-11-27;Таисия;2388;FEMALE
1969-11-18;Ярослав;2389;MALE
1992-07-18;Ксения;2390;FEMALE
2017-03-08;Елена;2391;FEMALE
1945-03-02;Юлиана;2392;FEMALE
1971-11-20;Ева;2393;FEMALE
1994-07-08;Даниэль;2394;MALE
2020-03-27;Арина;2395;FEMALE
1947-02-20;Есения;2396;FEMALE
1973-10-11;Алия;2397;FEMALE
1996-07-11;Игорь;2398;MALE
1922-02-01;Родион;2399;MALE
1967-02-06;Анжелика;2400;FEMALE
1993-02-09;Агата;2401;FEMALE
2016-10-25;Георгий;2402;MALE
1942-06-16;Карина;2403;FEMALE
1969-02-09;Софья;2404;FEMALE
1995-02-27;Ярослава;2405;FEMALE
2018-10-27;Максим;2406;MALE
1944-06-18;Макар;2407;MALE
1972-02-11;Игнат;2408;MALE
1997-02-02;Валерия;2409;FEMALE
2021-10-18;Эмилия;2410;FEMALE
1946-06-20;Радмир;2411;MALE
1974-05-02;Айдар;2412;MALE
1999-01-04;Всеволод;2413;MALE
1923-10-20;Любовь;2414;FEMALE
1948-06-11;Злата;2415;FEMALE
1958-02-20;Виктория;2416;FEMALE
1984-10-11;Анна;2417;FEMALE
2007-06-27;Марсель;2418;MALE
1933-06-02;Артемий;2419;MALE
1961-02-11;Эдуард;2420;MALE
1986-10-13;Алина;2421;FEMALE
2010-10-02;Аделина;2422;FEMALE
1935-06-20;Ян;2423;MALE
1963-02-13;Тимофей;2424;MALE
1988-10-04;Василий;2425;MALE
2012-10-04;Каролина;2426;FEMALE
1937-06-23;Ангелина;2427;FEMALE
1965-02-16;Кристина;2428;FEMALE
1991-02-06;Никита;2429;MALE
2014-10-22;Элина;2430;FEMALE
1939-06-25;Василина;2431;FEMALE
1944-02-28;Андрей;2432;MALE
1970-10-03;Виктор;2433;MALE
1993-10-19;Влада;2434;FEMALE
2018-06-10;Милана;2435;FEMALE
1946-02-03;Камилла;2436;FEMALE
1972-10-21;Арсен;2437;MALE
1995-10-21;Яна;2438;FEMALE
2021-06-12;Регина;2439;FEMALE
1948-02-05;Эвелина;2440;FEMALE
1974-10-24;Милена;2441;FEMALE
1997-10-12;Вадим;2442;MALE
1923-06-15;Ульяна;2443;FEMALE
1951-02-24;Наталья;2444;FEMALE
1976-02-26;Валентина;2445;FEMALE
2000-10-14;Адель;2446;MALE
1925-06-05;Гордей;2447;MALE
1935-03-14;Таисия;2448;FEMALE
1961-11-05;Игнат;2449;MALE
1984-07-21;Ксения;2450;FEMALE
2010-03-24;Елена;2451;FEMALE
1937-03-05;Снежана;2452;FEMALE
1963-11-07;Ева;2453;FEMALE
1986-07-24;Герман;2454;MALE
2012-07-14;Екатерина;2455;FEMALE
1940-02-07;Жанна;2456;FEMALE
1965-10-26;Алия;2457;FEMALE
1989-06-26;Игорь;2458;MALE
2014-06-17;Родион;2459;MALE
1942-02-10;Давид;2460;MALE
1967-10-28;Олеся;2461;FEMALE
1991-06-17;Марина;2462;FEMALE
2016-06-19;Роман;2463;MALE
1962-06-24;Софья;2464;FEMALE
1987-02-15;Ярослава;2465;FEMALE
2011-10-03;Максим;2466;MALE
1936-06-05;Макар;2467;MALE
1964-06-26;Глеб;2468;MALE
1989-02-17;Валерия;2469;FEMALE
2013-10-05;Ирина;2470;FEMALE
1938-06-24;Ринат;2471;MALE
1966-05-17;Айдар;2472;MALE
1992-01-07;Руслан;2473;MALE
2015-10-08;Любовь;2474;FEMALE
1940-09-26;Злата;2475;FEMALE
1968-05-19;Карина;2476;FEMALE
1994-01-10;Назар;2477;MALE
2017-09-10;Юлия;2478;FEMALE
1943-09-01;Мирослава;2479;FEMALE
1953-02-26;Эдуард;2480;MALE
1978-02-17;Алина;2481;FEMALE
2002-10-17;Аделина;2482;FEMALE
1927-06-07;Ян;2483;MALE
1955-02-01;Петр;2484;MALE
1981-02-19;Василий;2485;MALE
2004-10-07;Наташа;2486;FEMALE
1929-06-10;Кира;2487;FEMALE
1957-06-19;Кристина;2488;FEMALE
1983-02-22;Никита;2489;MALE
2006-10-10;Эльмира;2490;FEMALE
1932-06-28;Василина;2491;FEMALE
1959-06-21;Марьяна;2492;FEMALE
1985-02-12;Елизавета;2493;FEMALE
2008-10-12;Дамир;2494;MALE
1934-06-03;Самира;2495;FEMALE
1979-05-08;Дарья;2496;FEMALE
2005-05-26;Тихон;2497;MALE
1928-01-26;Савва;2498;MALE
1954-09-17;Амина;2499;FEMALE
1981-05-10;Камилла;2500;FEMALE
2007-05-01;Юлиана;2501;FEMALE
1930-01-01;Антон;2502;MALE
1956-09-19;Евгений;2503;MALE
1984-05-13;Михаил;2504;MALE
2009-05-03;Милена;2505;FEMALE
1933-01-19;Альберт;2506;MALE
1958-09-10;Владимир;2507;MALE
1986-05-03;Егор;2508;MALE
2011-05-22;Александр;2509;MALE
1935-01-22;Алёна;2510;FEMALE
1960-09-12;Гордей;2511;MALE
1970-05-22;Таисия;2512;FEMALE
1996-01-12;Диана;2513;FEMALE
2019-09-01;Святослав;2514;MALE
1945-09-19;Елена;2515;FEMALE
1973-05-12;Радмир;2516;MALE
1998-01-03;Мелания;2517;FEMALE
1922-09-03;Герман;2518;MALE
1947-09-22;Демид;2519;MALE
1975-05-15;Захар;2520;MALE
2000-01-05;Роберт;2521;MALE
1924-01-05;Александра;2522;FEMALE
1949-09-24;Родион;2523;MALE
1977-05-17;Яромир;2524;MALE
2003-01-08;Богдан;2525;MALE
1926-01-24;Амалия;2526;FEMALE
1951-09-15;Татьяна;2527;FEMALE
1997-08-03;Олег;2528;MALE
1922-04-22;Иван;2529;MALE
1946-12-10;Мария;2530;FEMALE
1971-12-13;Ильдар;2531;MALE
1999-08-22;Рустам;2532;MALE
1925-04-24;Тимофей;2533;MALE
1948-12-13;Нина;2534;FEMALE
1973-12-03;Каролина;2535;FEMALE
2001-08-24;Маргарита;2536;FEMALE
1927-04-15;Всеволод;2537;MALE
1950-12-15;Илья;2538;MALE
1976-12-06;Злата;2539;FEMALE
2003-08-27;Карина;2540;FEMALE
1929-04-17;София;2541;FEMALE
1952-04-05;Матвей;2542;MALE
1978-12-08;Святогор;2543;MALE
1988-09-05;Эдуард;2544;MALE
2014-05-24;Анатолий;2545;MALE
1937-01-24;Аделина;2546;FEMALE
1962-09-15;Варвара;2547;FEMALE
1990-09-08;Вероника;2548;FEMALE
2016-05-27;Станислав;2549;MALE
1939-01-15;Рамиль;2550;MALE
1965-09-05;Кира;2551;FEMALE
1992-08-26;Виолетта;2552;FEMALE
2018-04-17;Ольга;2553;FEMALE
1941-01-17;Виталий;2554;MALE
1967-09-08;Тамерлан;2555;MALE
1995-08-01;Артемий;2556;MALE
2020-04-19;Инна;2557;FEMALE
1944-12-20;Дамир;2558;MALE
1969-12-10;Степан;2559;MALE
1937-04-24;Артур;2560;MALE
1962-12-15;Виталина;2561;FEMALE
1986-12-15;Наталья;2562;FEMALE
2011-08-05;Платон;2563;MALE
1939-04-26;Рамиль;2564;MALE
1965-12-17;Николай;2565;MALE
1988-12-17;Эльвира;2566;FEMALE
2013-08-08;Алина;2567;FEMALE
1941-04-01;Ариана;2568;FEMALE
1967-04-20;Тамерлан;2569;MALE
1990-12-08;Алла;2570;FEMALE
2016-08-10;Альбина;2571;FEMALE
1943-04-19;Вера;2572;FEMALE
1969-04-22;Самира;2573;FEMALE
1992-12-10;Павел;2574;MALE
2018-08-01;Ольга;2575;FEMALE
1928-04-10;Назар;2576;MALE
1954-12-01;Евгений;2577;MALE
1977-08-17;Галина;2578;FEMALE
2002-08-08;Василиса;2579;FEMALE
1930-04-01;Яна;2580;FEMALE
1956-12-19;Даниэль;2581;MALE
1979-08-19;Дарья;2582;FEMALE
2005-08-10;Надежда;2583;FEMALE
1932-04-03;Ева;2584;FEMALE
1958-12-22;Ульяна;2585;FEMALE
1981-08-22;Данила;2586;MALE
2007-08-12;Юлиана;2587;FEMALE
1935-04-06;Владислава;2588;FEMALE
1960-12-24;Наталия;2589;FEMALE
1983-08-12;Леонид;2590;MALE
2009-08-03;Мирон;2591;MALE
1954-07-20;Агата;2592;FEMALE
1980-03-10;Елена;2593;FEMALE
2003-11-26;Юрий;2594;MALE
1929-07-01;Анжелика;2595;FEMALE
1957-07-10;Стефания;2596;FEMALE
1982-03-13;Эмилия;2597;FEMALE
2005-11-01;Лев;2598;MALE
1931-11-20;Ярослав;2599;MALE
1959-07-13;Владислав;2600;MALE
1984-03-03;Лариса;2601;FEMALE
2008-11-03;Снежана;2602;FEMALE
1933-11-22;Игнат;2603;MALE
1961-07-15;Мирослав;2604;MALE
1987-03-06;Роман;2605;MALE
2010-11-22;Есения;2606;FEMALE
1935-11-24;Алия;2607;FEMALE
1946-04-22;Анна;2608;FEMALE
1971-04-12;Оксана;2609;FEMALE
1994-12-13;Артемий;2610;MALE
2020-08-03;Арсений;2611;MALE
1948-04-24;Артём;2612;MALE
1973-04-15;Каролина;2613;FEMALE
1997-12-03;Софья;2614;FEMALE
1922-08-06;Марат;2615;MALE
1950-08-15;Василий;2616;MALE
1976-04-17;Вячеслав;2617;MALE
1999-12-06;Ангелина;2618;FEMALE
1924-08-24;Алиса;2619;FEMALE
1952-07-17;Юлия;2620;FEMALE
1978-03-08;Георгий;2621;MALE
2001-12-08;Зарина;2622;FEMALE
1927-08-27;София;2623;FEMALE
1972-07-03;Артур;2624;MALE
1998-07-22;Тимур;2625;MALE
2021-03-22;Наталья;2626;FEMALE
1946-11-13;Анастасия;2627;FEMALE
1974-07-06;Наташа;2628;FEMALE
2000-07-24;Николай;2629;MALE
1923-03-25;Эльвира;2630;FEMALE
1949-11-15;Валентина;2631;FEMALE
1976-07-08;Евгения;2632;FEMALE
2002-07-27;Василина;2633;FEMALE
1925-03-15;Даниил;2634;MALE
1951-11-06;Станислав;2635;MALE
1979-11-27;Дамир;2636;MALE
2004-06-17;Дарина;2637;FEMALE
1927-03-18;Амир;2638;MALE
1953-11-08;Никита;2639;MALE
1963-07-06;Нелли;2640;FEMALE
1989-03-08;Борис;2641;MALE
2012-11-24;Жанна;2642;FEMALE
1938-11-15;Василиса;2643;FEMALE
1965-07-08;Яна;2644;FEMALE
1991-03-27;Милана;2645;FEMALE
2014-03-27;Андрей;2646;MALE
1940-11-17;Мадина;2647;FEMALE
1968-07-10;Мелания;2648;FEMALE
1993-03-01;Ульяна;2649;FEMALE
2016-03-17;Данила;2650;MALE
1942-11-20;Филипп;2651;MALE
1970-07-01;Вадим;2652;MALE
1995-07-04;Наталия;2653;FEMALE
2019-03-20;Полина;2654;FEMALE
1944-11-10;Мирон;2655;MALE
1990-10-27;Валерий;2656;MALE
2015-06-18;Галина;2657;FEMALE
1938-02-06;Юрий;2658;MALE
1964-02-24;Руслан;2659;MALE
1992-10-18;Денис;2660;MALE
2017-06-08;Демид;2661;MALE
1941-02-08;Ника;2662;FEMALE
1966-02-27;Ярослав;2663;MALE
1994-10-20;Герман;2664;MALE
2020-06-11;Кирилл;2665;MALE
1943-06-11;Таисия;2666;FEMALE
1968-02-01;Тамара;2667;FEMALE
1996-10-22;Амалия;2668;FEMALE
1922-06-13;Родион;2669;MALE
1945-06-01;Захар;2670;MALE
1971-02-20;Ева;2671;FEMALE
1981-10-01;Дмитрий;2672;MALE
2006-06-20;Ильдар;2673;MALE
1930-02-20;Марьяна;2674;FEMALE
1955-10-11;Одиссей;2675;MALE
1983-10-04;Григорий;2676;MALE
2009-06-22;Ринат;2677;MALE
1932-02-10;Софья;2678;FEMALE
1957-10-01;Елизавета;2679;FEMALE
1985-10-22;Ирина;2680;FEMALE
2011-06-13;Вячеслав;2681;MALE
1934-02-13;Рустам;2682;MALE
1960-02-04;Алиса;2683;FEMALE
1987-10-25;Юлия;2684;FEMALE
2013-06-15;Ясмина;2685;FEMALE
1936-02-15;Данил;2686;MALE
1962-02-06;Всеволод;2687;MALE
1966-11-21;Наташа;2688;FEMALE
1992-07-12;Николай;2689;MALE
2015-03-28;Амина;2690;FEMALE
1941-11-19;Дарья;2691;FEMALE
1969-11-12;Евгения;2692;FEMALE
1994-07-02;Лиана;2693;FEMALE
2018-03-02;Даниил;2694;MALE
1943-11-21;Альбина;2695;FEMALE
1971-11-14;Вера;2696;FEMALE
1996-06-05;Дарина;2697;FEMALE
2020-03-05;Владимир;2698;MALE
1945-03-23;Михаил;2699;MALE
1973-10-17;Дмитрий;2700;MALE
1999-06-07;Аделина;2701;FEMALE
1922-02-23;Марьяна;2702;FEMALE
1947-02-14;Одиссей;2703;MALE
1958-07-23;Яна;2704;FEMALE
1983-07-14;Регина;2705;FEMALE
2007-03-14;Сергей;2706;MALE
1932-11-05;Ника;2707;FEMALE
1960-07-26;Мелания;2708;FEMALE
1985-07-16;Александра;2709;FEMALE
2009-03-05;Данила;2710;MALE
1934-11-23;Филипп;2711;MALE
1962-11-16;Адель;2712;MALE
1988-07-07;Наталия;2713;FEMALE
2011-03-07;Арина;2714;FEMALE
1936-11-26;Захар;2715;MALE
1964-11-19;Артур;2716;MALE
1990-07-09;Константин;2717;MALE
2013-03-09;Наталья;2718;FEMALE
1939-11-28;Анастасия;2719;FEMALE
1984-10-05;Денис;2720;MALE
2010-10-23;Демид;2721;MALE
1933-06-24;Антонина;2722;FEMALE
1958-02-14;Олег;2723;MALE
1986-10-07;Владислав;2724;MALE
2012-10-26;Илья;2725;MALE
1935-06-14;Снежана;2726;FEMALE
1961-02-17;Тамара;2727;FEMALE
1988-10-26;Амалия;2728;FEMALE
2014-10-28;Роман;2729;MALE
1937-06-17;Вячеслав;2730;MALE
1963-02-07;Маргарита;2731;FEMALE
1991-10-28;Марина;2732;FEMALE
2016-10-19;Амелия;2733;FEMALE
1940-06-19;Яромир;2734;MALE
1965-02-10;Богдан;2735;MALE
1975-10-07;Григорий;2736;MALE
2001-06-10;Ринат;2737;MALE
1924-02-26;Варвара;2738;FEMALE
1950-02-16;Эльвира;2739;FEMALE
1977-10-09;Лилия;2740;FEMALE
2003-06-28;Виталий;2741;MALE
1926-06-28;Рустам;2742;MALE
1952-02-19;Алиса;2743;FEMALE
1980-10-12;Юлия;2744;FEMALE
2005-06-03;Ясмина;2745;FEMALE
1929-06-19;Тамерлан;2746;MALE
1954-02-21;Амир;2747;MALE
1982-10-02;Валерий;2748;MALE
2007-06-05;Мария;2749;FEMALE
1931-06-21;Юрий;2750;MALE
1956-02-12;Эмиль;2751;MALE
2002-01-17;Наташа;2752;FEMALE
1927-09-19;Виталина;2753;FEMALE
1951-05-07;Борис;2754;MALE
1976-05-26;Платон;2755;MALE
2004-01-19;Елисей;2756;MALE
1929-09-10;Лиана;2757;FEMALE
1953-05-10;Даниил;2758;MALE
1978-05-28;Алексей;2759;MALE
2006-01-21;Ростислав;2760;MALE
1932-09-12;Степан;2761;MALE
1955-05-28;Алла;2762;FEMALE
1980-05-03;Михаил;2763;MALE
2008-01-24;Дмитрий;2764;MALE
1934-09-15;Марсель;2765;MALE
1957-09-03;Кристина;2766;FEMALE
1983-05-21;Инна;2767;FEMALE
1993-02-03;Антон;2768;MALE
2018-10-21;Милана;2769;FEMALE
1942-06-09;Давид;2770;MALE
1967-02-12;Самир;2771;MALE
1995-02-21;Влад;2772;MALE
2021-10-24;Даниэль;2773;MALE
1944-06-12;Камилла;2774;FEMALE
1969-02-03;Виктор;2775;MALE
1997-02-24;Вадим;2776;MALE
1923-10-14;Гордей;2777;MALE
1946-06-14;Арина;2778;FEMALE
1972-02-05;Есения;2779;FEMALE
1999-01-26;Владислава;2780;FEMALE
1925-09-17;Константин;2781;MALE
1948-05-05;Леонид;2782;MALE
1974-05-07;Анастасия;2783;FEMALE
2019-01-12;Денис;2784;MALE
1945-01-03;Сергей;2785;MALE
1968-09-03;Антонина;2786;FEMALE
1994-05-22;Анжелика;2787;FEMALE
2021-05-15;Стефания;2788;FEMALE
1947-01-05;Илья;2789;MALE
1970-09-22;Лев;2790;MALE
1996-05-12;Тамара;2791;FEMALE
1924-05-05;Валерия;2792;FEMALE
1949-01-24;Лариса;2793;FEMALE
1972-09-24;Радмир;2794;MALE
1998-05-15;Данил;2795;MALE
1926-04-08;Марк;2796;MALE
1951-12-26;Татьяна;2797;FEMALE
1975-09-26;Жанна;2798;FEMALE
2000-04-17;Роберт;2799;MALE
2010-01-14;Нина;2800;FEMALE
1936-09-05;Макар;2801;MALE
1959-09-05;Тимур;2802;MALE
1985-05-24;Виктория;2803;FEMALE
2013-01-17;Ирина;2804;FEMALE
1938-01-08;Элина;2805;FEMALE
1962-09-08;Рустам;2806;MALE
1987-05-26;Марат;2807;MALE
2015-01-19;Федор;2808;MALE
1940-01-10;Ясмина;2809;FEMALE
1964-09-26;Глеб;2810;MALE
1989-05-17;Амир;2811;MALE
2017-01-10;Валерий;2812;MALE
1943-01-28;Георгий;2813;MALE
1966-09-01;Зарина;2814;FEMALE
1991-05-19;Руслан;2815;MALE
1996-01-06;Елисей;2816;MALE
1922-09-25;Лиана;2817;FEMALE
1945-09-25;Евгений;2818;MALE
1970-05-16;Данила;2819;MALE
1998-01-09;Арсен;2820;MALE
1924-01-27;Вадим;2821;MALE
1947-09-16;Алла;2822;FEMALE
1973-05-06;Михаил;2823;MALE
2000-01-27;Дмитрий;2824;MALE
1926-01-18;Марсель;2825;MALE
1949-09-18;Наталия;2826;FEMALE
1975-05-09;Эвелина;2827;FEMALE
2003-01-02;Валентина;2828;FEMALE
1928-01-20;Рамиль;2829;MALE
1952-09-20;Тимур;2830;MALE
1977-05-11;Виктория;2831;FEMALE
1987-02-08;Влад;2832;MALE
2013-10-27;Игорь;2833;MALE
1936-06-27;Эмилия;2834;FEMALE
1962-06-18;Лев;2835;MALE
1989-02-11;Савелий;2836;MALE
2015-09-02;Мирослав;2837;MALE
1938-06-02;Арина;2838;FEMALE
1964-06-20;Есения;2839;FEMALE
1992-01-13;Олеся;2840;FEMALE
2017-09-04;Константин;2841;MALE
1941-09-20;Родион;2842;MALE
1966-05-11;Жанна;2843;FEMALE
1994-01-04;Мадина;2844;FEMALE
2019-09-22;Влада;2845;FEMALE
1943-09-23;Борис;2846;MALE
1968-05-13;Платон;2847;MALE
2014-05-18;Стефания;2848;FEMALE
1939-01-21;Илья;2849;MALE
1963-09-09;Макар;2850;MALE
1988-09-27;Майя;2851;FEMALE
2016-05-21;Лидия;2852;FEMALE
1941-01-11;Любовь;2853;FEMALE
1965-09-11;Вячеслав;2854;MALE
1990-09-02;Данил;2855;MALE
2018-04-23;Марк;2856;MALE
1944-12-14;Амелия;2857;FEMALE
1967-08-02;Святогор;2858;MALE
1992-08-04;Айдар;2859;MALE
2020-04-13;Назар;2860;MALE
1946-12-16;Денис;2861;MALE
1969-12-04;Галина;2862;FEMALE
1995-08-23;Самир;2863;MALE
2005-05-04;Ирина;2864;FEMALE
1930-01-23;Элина;2865;FEMALE
1954-09-11;Ян;2866;MALE
1979-05-02;Даниил;2867;MALE
2007-05-23;Никита;2868;MALE
1933-01-13;Эльмира;2869;FEMALE
1956-09-13;Глеб;2870;MALE
1981-05-04;Амир;2871;MALE
2009-05-25;Валерий;2872;MALE
1935-01-16;Георгий;2873;MALE
1958-09-16;Дарина;2874;FEMALE
1984-05-06;Павел;2875;MALE
2011-05-28;Иван;2876;MALE
1937-01-18;Григорий;2877;MALE
1960-09-06;Антонина;2878;FEMALE
1986-05-25;Софья;2879;FEMALE
1931-04-14;Елисей;2880;MALE
1957-04-04;Николай;2881;MALE
1980-12-21;Милана;2882;FEMALE
2006-08-23;Дарья;2883;FEMALE
1933-08-04;Ариана;2884;FEMALE
1959-04-07;Вадим;2885;MALE
1982-12-23;Алла;2886;FEMALE
2008-08-14;Альбина;2887;FEMALE
1936-08-07;Вера;2888;FEMALE
1961-04-25;Самира;2889;FEMALE
1985-12-25;Владимир;2890;MALE
2010-08-16;Эвелина;2891;FEMALE
1938-08-09;Валентина;2892;FEMALE
1963-04-28;Аделина;2893;FEMALE
1987-12-16;Артемий;2894;MALE
2012-08-19;Арсений;2895;MALE
1922-04-16;Влад;2896;MALE
1948-12-07;Даниэль;2897;MALE
1971-12-07;Елена;2898;FEMALE
1997-08-25;Таисия;2899;FEMALE
1925-04-18;Ева;2900;FEMALE
1950-12-09;Александра;2901;FEMALE
1974-12-25;Кирилл;2902;MALE
1999-08-28;Юлиана;2903;FEMALE
1927-04-09;Владислава;2904;FEMALE
1952-04-11;Светлана;2905;FEMALE
1976-12-28;Родион;2906;MALE
2001-08-18;Яромир;2907;MALE
1929-04-11;Артур;2908;MALE
1955-04-02;Влада;2909;FEMALE
1978-12-02;Наталья;2910;FEMALE
2003-08-21;Платон;2911;MALE
1949-07-25;Стефания;2912;FEMALE
1974-03-16;Эмилия;2913;FEMALE
1998-03-16;Макар;2914;MALE
1923-11-07;Олег;2915;MALE
1951-07-28;Владислав;2916;MALE
1977-03-19;Любовь;2917;FEMALE
2000-03-19;Снежана;2918;FEMALE
1925-11-09;Данил;2919;MALE
1953-07-02;Мирослав;2920;MALE
1979-03-21;Роман;2921;MALE
2002-03-09;Злата;2922;FEMALE
1928-11-28;Зарина;2923;FEMALE
1955-07-21;Нелли;2924;FEMALE
1981-07-11;Святослав;2925;MALE
2004-03-12;Галина;2926;FEMALE
1930-11-02;Василиса;2927;FEMALE
1940-08-28;Артём;2928;MALE
1966-04-02;Каролина;2929;FEMALE
1989-12-18;Виталина;2930;FEMALE
2014-08-09;Эдуард;2931;MALE
1942-08-02;Василий;2932;MALE
1968-04-21;Ростислав;2933;MALE
1991-12-21;Ангелина;2934;FEMALE
2017-12-11;Алиса;2935;FEMALE
1944-07-05;Юлия;2936;FEMALE
1970-03-23;Георгий;2937;MALE
1993-12-11;Василина;2938;FEMALE
2019-12-14;Кристина;2939;FEMALE
1947-07-07;Елизавета;2940;FEMALE
1972-03-26;Мария;2941;FEMALE
1996-11-14;Юрий;2942;MALE
2021-11-04;Анжелика;2943;FEMALE
1926-08-20;Ариана;2944;FEMALE
1951-04-10;Вадим;2945;MALE
1975-12-10;Регина;2946;FEMALE
2000-12-01;Полина;2947;FEMALE
1928-08-22;Милена;2948;FEMALE
1953-04-13;Владислава;2949;FEMALE
1977-12-13;Владимир;2950;MALE
2002-12-03;Эвелина;2951;FEMALE
1930-08-24;Валентина;2952;FEMALE
1956-04-15;Аделина;2953;FEMALE
1979-12-03;Константин;2954;MALE
2004-12-22;Арсений;2955;MALE
1932-08-15;Алексей;2956;MALE
1958-04-06;Евгения;2957;FEMALE
1981-12-06;Виталина;2958;FEMALE
2007-12-24;Эдуард;2959;MALE
2017-04-06;Ева;2960;FEMALE
1942-04-24;Мирослав;2961;MALE
1966-12-12;Илья;2962;MALE
1991-08-03;Юлиана;2963;FEMALE
2019-08-24;Алия;2964;FEMALE
1945-04-15;Марина;2965;FEMALE
1968-12-15;Родион;2966;MALE
1993-08-06;Яромир;2967;MALE
2021-08-27;Тихон;2968;MALE
1947-04-17;Влада;2969;FEMALE
1970-12-17;Роман;2970;MALE
1996-08-08;Платон;2971;MALE
1923-08-01;Виктор;2972;MALE
1949-04-20;Антон;2973;MALE
1972-12-08;Милана;2974;FEMALE
1998-08-26;Андрей;2975;MALE
1943-07-15;Владислав;2976;MALE
1969-07-06;Любовь;2977;FEMALE
1992-03-22;Каролина;2978;FEMALE
2018-11-13;Данил;2979;MALE
1945-07-06;Руслан;2980;MALE
1971-07-24;Матвей;2981;MALE
1994-03-24;Ясмина;2982;FEMALE
2020-11-15;Зарина;2983;FEMALE
1948-11-08;Нелли;2984;FEMALE
1973-07-27;Денис;2985;MALE
1997-03-27;Мирослава;2986;FEMALE
1922-11-18;Василиса;2987;FEMALE
1950-11-11;Диана;2988;FEMALE
1975-07-01;Стефания;2989;FEMALE
1999-03-17;Сергей;2990;MALE
1924-11-20;Таисия;2991;FEMALE
1934-08-17;Василий;2992;MALE
1960-04-08;Ростислав;2993;MALE
1983-04-08;Кира;2994;FEMALE
2009-12-27;Виолетта;2995;FEMALE
1937-07-20;Инна;2996;FEMALE
1962-03-10;Дамир;2997;MALE
1986-04-27;Василина;2998;FEMALE
2011-11-17;Кристина;2999;FEMALE
1939-07-10;Елизавета;3000;FEMALE
1964-07-01;Мария;3001;FEMALE
1988-03-01;Марсель;3002;MALE
2013-11-20;Анжелика;3003;FEMALE
1941-07-13;Ярослава;3004;FEMALE
1967-07-03;Ирина;3005;FEMALE
1990-03-04;Макар;3006;MALE
2015-11-22;Рустам;3007;MALE
1961-11-27;Ариана;3008;FEMALE
1986-07-18;Лиана;3009;FEMALE
2010-03-18;Даниэль;3010;MALE
1935-03-08;Альбина;3011;FEMALE
1963-10-01;Милена;3012;FEMALE
1989-06-20;Владислава;3013;FEMALE
2012-07-08;Владимир;3014;MALE
1937-03-11;Михаил;3015;MALE
1965-10-20;Дмитрий;3016;MALE
1991-06-22;Аделина;3017;FEMALE
2014-06-11;Наталия;3018;FEMALE
1940-02-01;Арсений;3019;MALE
1967-10-22;Алексей;3020;MALE
1993-10-13;Рамиль;3021;MALE
2016-06-13;Варвара;3022;FEMALE
1942-02-04;Эльвира;3023;FEMALE
1952-11-01;Ева;3024;FEMALE
1978-07-04;Александра;3025;FEMALE
2001-03-20;Демид;3026;MALE
1926-11-10;Филипп;3027;MALE
1954-11-04;Роберт;3028;MALE
1980-07-22;Амалия;3029;FEMALE
2003-03-22;Лариса;3030;FEMALE
1929-03-13;Захар;3031;MALE
1956-11-06;Артур;3032;MALE
1982-07-25;Савва;3033;MALE
2005-03-13;Татьяна;3034;FEMALE
1931-03-15;Людмила;3035;FEMALE
1959-11-24;Мадина;3036;FEMALE
1984-07-27;Антон;3037;MALE
2008-03-15;Амина;3038;FEMALE
1933-03-06;Дарья;3039;FEMALE
1978-02-11;Владислав;3040;MALE
2004-10-13;Илья;3041;MALE
1927-06-01;Каролина;3042;FEMALE
1953-02-20;Майя;3043;FEMALE
